,Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
18224,Toyota,Caldina,2000,White,550000,Kenyan Used,Automatic,123000.0
18225,Toyota,Land,2005,Green,2400000,Kenyan Used,Manual,
18226,Subaru,Forester,2016,Red,2899999,Foreign Used,CVT,131000.0
18227,Honda,CR-V,2016,Silver,3199999,Foreign Used,Automatic,89000.0
18228,Volkswagen,Tiguan,2016,White,3199999,Foreign Used,Automatic,79000.0
18229,Subaru,Outback,2012,Black,2899999,Foreign Used,CVT,101000.0
18230,Toyota,Esquire,2016,White,2399999,Foreign Used,Automatic,101000.0
18231,Toyota,Premio,2011,Pearl,1289000,Kenyan Used,CVT,168524.0
18232,New,Toyota,2023,Black,780000,Brand New,Automatic,0.0
18233,Toyota,Fortuner,2014,White,3500000,Kenyan Used,Automatic,
18234,Toyota,Passo,2012,White,560000,Kenyan Used,Automatic,
18235,Toyota,Duet,2002,Silver,350000,Kenyan Used,Manual,
18236,Toyota,Axio,2008,White,650000,Kenyan Used,Automatic,
18237,Toyota,Corolla,2012,White,1300000,Kenyan Used,Automatic,
18238,Toyota,Land,2012,White,3900000,Kenyan Used,Automatic,
18239,Daihatsu,Move,2014,White,680000,Kenyan Used,Automatic,
18240,Honda,CR-V,2002,Green,600000,Kenyan Used,Manual,
18241,Toyota,Vitz,2009,Red,550000,Kenyan Used,Automatic,138000.0
18242,Toyota,Vitz,2013,Silver,795000,Kenyan Used,Automatic,
18243,Toyota,Corolla,2016,Blue,1730000,Foreign Used,Automatic,72356.0
18244,Mitsubishi,RVR,2016,Red,2400000,Foreign Used,Automatic,62350.0
18245,Suzuki,Wagon,2015,Silver,750000,Foreign Used,Automatic,
18246,Mazda,CX-5,2016,Gray,2600000,Foreign Used,Automatic,63805.0
18247,Nissan,Advan,2015,Silver,750000,Foreign Used,Automatic,98000.0
18248,Mazda,CX-5,2017,Gray,2950000,Kenyan Used,Automatic,86000.0
18249,Mercedes-Benz,GLE-Class,2016,White,13500000,Foreign Used,Automatic,
18250,Toyota,Axio,2011,Gold,950000,Kenyan Used,Automatic,
18251,Toyota,Vanguard,2010,White,1540000,Kenyan Used,Automatic,136200.0
18252,Toyota,Passo,2015,Gold,850000,Foreign Used,Automatic,63528.0
18253,Land,Rover,2010,Black,2800000,Kenyan Used,Automatic,1310000.0
18254,Toyota,Belta,2008,Silver,620000,Kenyan Used,Automatic,151000.0
18255,Toyota,Vanguard,2009,Silver,1499999,Kenyan Used,Automatic,
18256,Honda,Jade,2016,Brown,1850000,Foreign Used,Automatic,98000.0
18257,Toyota,Aqua,2016,Silver,1200000,Foreign Used,Automatic,63258.0
18258,Toyota,Corolla,1999,Black,455000,Kenyan Used,Manual,200000.0
18259,Toyota,Auris,2016,Red,1850000,Foreign Used,Automatic,67000.0
18260,Mercedes-Benz,S-Class,2014,Black,5400000,Kenyan Used,Automatic,
18261,Mazda,CX-5,2016,Red,2400000,Foreign Used,Automatic,69853.0
18262,Renault,Lutecia,2010,Black,675000,Kenyan Used,Automatic,86000.0
18263,Nissan,March,2016,Red,800000,Foreign Used,Automatic,53268.0
18264,Mercedes-Benz,B-Class,2015,White,7850000,Foreign Used,Automatic,63253.0
18265,Toyota,Crown,2011,Pearl,1250000,Kenyan Used,Automatic,132789.0
18266,Toyota,Passo,2014,Green,930000,Foreign Used,Automatic,56328.0
18267,Subaru,Forester,2016,White,3100000,Foreign Used,Automatic,
18268,Volvo,XC60,2016,White,2850000,Foreign Used,Automatic,
18270,Mercedes-Benz,C200,2010,White,1770000,Kenyan Used,Automatic,74000.0
18271,Toyota,Corolla,2015,White,1600000,Kenyan Used,Automatic,
18272,Toyota,Crown,2009,Black,990000,Kenyan Used,Automatic,102518.0
18273,Toyota,Land,2007,Blue,3250000,Kenyan Used,Automatic,121000.0
18274,Toyota,Premio,2015,Silver,1800000,Kenyan Used,Automatic,91732.0
18275,Volvo,V40,2016,White,2450000,Foreign Used,Automatic,106000.0
18276,Toyota,Crown,2012,Silver,1450000,Kenyan Used,Automatic,
18277,Subaru,Legacy,2016,Blue,2400000,Foreign Used,Automatic,42531.0
18278,Toyota,Crown,2013,White,2080000,Kenyan Used,Automatic,
18279,Toyota,Hilux,2005,Silver,1159000,Kenyan Used,Automatic,
18280,Ford,Ranger,2016,Orange,5100000,Foreign Used,Automatic,
18281,Mitsubishi,Outlander,2008,Black,1080000,Kenyan Used,Automatic,153051.0
18282,Subaru,Forester,2010,Silver,1380000,Kenyan Used,Automatic,151732.0
18283,Toyota,Wish,nan,white,2000000,Foreign Used,Automatic,96000.0
18284,Toyota,RAV4,2010,White,1500000,Kenyan Used,Automatic,141865.0
18285,Toyota,Land,nan,Black,4200000,Foreign Used,Automatic,
18286,Toyota,Axio,2015,White,1650000,Foreign Used,Automatic,
18288,Nissan,Juke,2012,Black,1000000,Kenyan Used,Automatic,
18289,Nissan,Avenir,2006,White,460000,Kenyan Used,Automatic,186000.0
18290,Mazda,Demio,2015,Blue,1300000,Foreign Used,Automatic,
18291,Toyota,Noah,2012,Silver,1300000,Kenyan Used,Automatic,
18292,Toyota,Premio,2012,White,1399999,Kenyan Used,Automatic,
18293,Mazda,Demio,2015,Blue,880000,Kenyan Used,Automatic,
18294,Toyota,Mark,2016,Black,1900000,Foreign Used,Automatic,
18295,Toyota,Harrier,2008,Black,1500000,Kenyan Used,Automatic,
18296,Toyota,IST,2003,Silver,450000,Kenyan Used,Automatic,
18297,Toyota,Belta,2008,Silver,620000,Kenyan Used,Automatic,165231.0
18298,Nissan,Advan,2000,White,330000,Kenyan Used,Automatic,200000.0
18299,Mazda,Demio,2015,White,1200000,Foreign Used,Automatic,
18300,Subaru,Impreza,2012,Silver,1050000,Kenyan Used,Automatic,108500.0
18301,Toyota,Passo,2015,White,950000,Foreign Used,Automatic,78000.0
18302,Suzuki,Swift,2014,White,699999,Kenyan Used,Automatic,
18303,Toyota,Vitz,2014,Blue,930000,Kenyan Used,Automatic,112500.0
18304,Volkswagen,Golf,2016,White,1720000,Foreign Used,Automatic,95000.0
18305,Toyota,Corolla,2007,White,790000,Kenyan Used,Automatic,
18306,Peugeot,308,2016,Black,1700000,Foreign Used,Automatic,87000.0
18307,Mazda,CX-5,2016,Burgundy,2490000,Foreign Used,Automatic,129000.0
18308,Toyota,Harrier,2006,Gray,1050000,Kenyan Used,Automatic,140000.0
18309,Mazda,Axela,2016,Gray,1750000,Foreign Used,Automatic,
18310,Subaru,Impreza,2014,Silver,1400000,Kenyan Used,Automatic,
18311,Nissan,Dayz,2015,Green,753000,Foreign Used,Automatic,134000.0
18312,Mazda,CX-5,2016,Pearl,2450000,Foreign Used,Automatic,41020.0
18313,Toyota,Land,2007,Brown,2650000,Kenyan Used,Automatic,
18314,Jeep,Wrangler,2003,Black,2500000,Kenyan Used,Manual,88000.0
18315,Daihatsu,Mira,2016,Silver,800000,Foreign Used,Automatic,73000.0
18316,Land,Rover,2015,Purple,8400000,Foreign Used,Automatic,
18317,Toyota,Land,2005,Gray,1990000,Kenyan Used,Automatic,
18318,Nissan,Navara,2000,Silver,1250000,Kenyan Used,Manual,
18319,BMW,320i,2007,Green,750000,Kenyan Used,Automatic,125684.0
18320,Toyota,Fortuner,2017,Silver,5950000,Foreign Used,Automatic,
18321,Mercedes-Benz,GL-Class,2016,White,9000000,Foreign Used,Automatic,42135.0
18322,Jeep,Wrangler,2000,Black,2500000,Kenyan Used,Manual,88000.0
18323,Ford,Ranger,2016,Gray,4600000,Foreign Used,Automatic,63125.0
18324,Toyota,Auris,2015,Orange,1650000,Foreign Used,Manual,81000.0
18325,Mini,Cooper,2016,Burgundy,3500000,Foreign Used,Automatic,65724.0
18326,Mazda,CX-5,2017,Black,3580000,Foreign Used,Automatic,
18327,Toyota,Sienta,2015,Black,1650000,Foreign Used,Automatic,
18328,Nissan,Note,2017,White,1200000,Foreign Used,Automatic,
18329,Subaru,XV,2016,Red,2600000,Foreign Used,Automatic,45000.0
18330,Subaru,Outback,2015,Blue,2500000,Foreign Used,Automatic,
18331,Toyota,Land,2018,Black,7500000,Foreign Used,Automatic,69159.0
18332,Mitsubishi,RVR,2016,White,2400000,Foreign Used,Automatic,38000.0
18333,Toyota,Vitz,2014,Blue,865000,Kenyan Used,Automatic,
18334,Toyota,Corolla,2004,Gold,485000,Foreign Used,Automatic,158452.0
18335,Nissan,NV200,2016,White,1300000,Foreign Used,Automatic,
18336,Nissan,Note,2007,Black,460000,Kenyan Used,Automatic,
18337,Nissan,X-Trail,2008,Blue,870000,Kenyan Used,Automatic,
18338,Toyota,Rush,2012,Silver,1350000,Kenyan Used,Automatic,
18339,Subaru,Forester,2014,White,2250000,Kenyan Used,Automatic,70000.0
18340,Nissan,Dualis,2009,Black,650000,Kenyan Used,Automatic,116322.0
18341,Isuzu,D-MAX,2008,White,1300000,Kenyan Used,Manual,100652.0
18342,BMW,X5,2016,White,6499999,Foreign Used,Automatic,57000.0
18343,Land,Rover,2016,White,7999999,Foreign Used,Automatic,
18344,Mazda,CX-5,2016,White,2690000,Foreign Used,Automatic,64000.0
18345,Honda,Jade,2016,Pearl,1850000,Foreign Used,Automatic,
18346,Toyota,Aqua,2014,Silver,840000,Kenyan Used,Automatic,145000.0
18347,Mitsubishi,Outlander,2016,White,3150000,Foreign Used,Automatic,70000.0
18348,Nissan,Juke,2016,Black,1720000,Foreign Used,Automatic,68900.0
18349,Toyota,Land,1999,Pearl,2500000,Kenyan Used,Automatic,
18350,Toyota,Corolla,2005,Beige,655000,Kenyan Used,Automatic,
18351,Toyota,Wish,2011,White,860000,Kenyan Used,Automatic,150721.0
18352,Toyota,Land,2017,Black,8200000,Foreign Used,Automatic,36125.0
18353,Mazda,Demio,2015,Blue,1250000,Foreign Used,Automatic,93000.0
18354,Toyota,Corolla,2016,Black,1800000,Foreign Used,Manual,35000.0
18355,Subaru,Forester,2014,Gray,2700000,Foreign Used,Automatic,
18356,Subaru,Outback,2012,Purple,1695000,Kenyan Used,Automatic,127000.0
18357,Toyota,Probox,2013,White,330000,Kenyan Used,Automatic,200000.0
18358,Audi,Q5,2017,White,4500000,Foreign Used,Automatic,
18359,Land,Rover,2012,Blue,3450000,Kenyan Used,Automatic,233000.0
18360,Peugeot,208,2016,Blue,1180000,Foreign Used,Automatic,66146.0
18361,Honda,Stream,2014,Black,1400000,Kenyan Used,Automatic,
18362,Subaru,Forester,2014,Gray,2699999,Foreign Used,Automatic,
18363,Land,Rover,2008,Red,3200000,Kenyan Used,Automatic,
18364,Nissan,Note,2013,Red,450000,Kenyan Used,Automatic,200000.0
18365,Isuzu,D-MAX,2020,White,2650000,Kenyan Used,Manual,
18366,Nissan,Sylphy,2015,Black,1299999,Foreign Used,Automatic,
18367,Honda,Fit,2015,Black,1100000,Foreign Used,Automatic,
18368,Toyota,Vitz,2015,Black,999999,Kenyan Used,Automatic,
18369,Mazda,CX-5,2016,White,2550000,Foreign Used,Automatic,119000.0
18370,Honda,CR-V,2012,White,1850000,Kenyan Used,Automatic,
18371,Daihatsu,Mira,2010,Silver,375000,Kenyan Used,Automatic,112363.0
18372,Mitsubishi,Galant,1998,Black,325000,Kenyan Used,Manual,
18373,Toyota,Alphard,2016,White,4000000,Foreign Used,Automatic,20000.0
18374,Toyota,Passo,2010,Silver,450000,Kenyan Used,Automatic,
18375,Toyota,Corolla,2014,Silver,1100000,Kenyan Used,Automatic,141000.0
18376,Toyota,Rush,2009,White,1100000,Kenyan Used,Automatic,131000.0
18377,Toyota,Corolla,2017,Silver,1690000,Foreign Used,Automatic,
18378,Nissan,Note,2007,Blue,470000,Kenyan Used,Automatic,
18379,Nissan,X-Trail,2012,Silver,1280000,Kenyan Used,Automatic,
18380,Subaru,Forester,2008,Red,1200000,Kenyan Used,Manual,155000.0
18381,Toyota,Raum,2010,Ivory,780000,Kenyan Used,Automatic,
18382,Ford,Ranger,2018,White,2800000,Kenyan Used,Manual,140000.0
18383,Ford,Ranger,2017,White,2800000,Kenyan Used,Manual,133000.0
18384,Toyota,Sprinter,1999,Beige,330000,Kenyan Used,Automatic,206454.0
18385,Toyota,Corolla,2014,Black,1370000,Kenyan Used,Automatic,96000.0
18386,Toyota,Ipsum,2016,Silver,2200000,Foreign Used,Automatic,65124.0
18387,Toyota,Vellfire,2016,Black,3600000,Foreign Used,Automatic,56721.0
18388,Mercedes-Benz,C200,2002,Silver,690000,Kenyan Used,Automatic,
18389,Nissan,Juke,2012,Black,869999,Kenyan Used,Automatic,121000.0
18390,Nissan,Teana,2016,Blue,1600000,Foreign Used,Automatic,65200.0
18391,Toyota,TownAce,2007,White,490000,Kenyan Used,Automatic,
18392,Toyota,Land,2009,Black,1950000,Kenyan Used,Automatic,126000.0
18393,Mitsubishi,Pajero,2006,Gray,2000000,Kenyan Used,Automatic,121523.0
18394,Mazda,CX-5,2015,Black,2000000,Kenyan Used,Automatic,140000.0
18395,Toyota,Probox,2012,Blue,800000,Kenyan Used,Automatic,
18396,Mitsubishi,Mirage,2016,Silver,900000,Foreign Used,Automatic,62000.0
18397,Subaru,Forester,2016,Orange,2700000,Foreign Used,Automatic,82000.0
18398,Land,Rover,2016,Gold,6100000,Foreign Used,Automatic,63258.0
18399,Nissan,Dayz,2016,White,790000,Foreign Used,Automatic,106000.0
18400,Toyota,Hilux,2016,Black,4800000,Foreign Used,Automatic,80942.0
18401,Subaru,Impreza,2018,White,1700000,Foreign Used,Automatic,62358.0
18402,Toyota,Hilux,2017,Silver,6200000,Foreign Used,Automatic,62698.0
18403,Toyota,Hilux,2017,Blue,5700000,Foreign Used,Automatic,75461.0
18404,Toyota,Hilux,2016,Gray,5300000,Foreign Used,Automatic,69801.0
18405,Nissan,Note,2015,Silver,780000,Kenyan Used,Automatic,
18406,Subaru,Exiga,2016,Silver,1900000,Foreign Used,Automatic,85656.0
18407,Toyota,Land,2007,White,1980000,Kenyan Used,Automatic,
18408,Toyota,Corolla,2003,White,570000,Kenyan Used,Automatic,251258.0
18409,Toyota,Corolla,2009,Blue,780000,Kenyan Used,Automatic,
18410,Mercedes-Benz,E200,2002,Blue,890000,Kenyan Used,Automatic,
18411,Toyota,Noah,2016,Black,2500000,Foreign Used,Automatic,56324.0
18412,Mercedes-Benz,C200,2003,Blue,725000,Kenyan Used,Automatic,
18413,Jeep,Cherokee,2016,Black,5300000,Foreign Used,Automatic,112000.0
18414,Nissan,Teana,2016,Pearl,2050000,Foreign Used,Automatic,97012.0
18415,BMW,3,2015,Black,3000000,Kenyan Used,Automatic,64815.0
18416,Toyota,Corolla,2015,Silver,1400000,Kenyan Used,Automatic,88045.0
18417,Isuzu,D-MAX,2007,White,950000,Kenyan Used,Manual,
18418,Toyota,Land,1995,Black,1500000,Kenyan Used,Automatic,
18419,Toyota,Land,2003,White,1900000,Kenyan Used,Automatic,163857.0
18420,Toyota,Rush,2015,Gold,2050000,Foreign Used,Automatic,96843.0
18421,Toyota,Mark,2017,White,2200000,Foreign Used,Automatic,71000.0
18422,Toyota,Probox,2006,White,550000,Kenyan Used,Automatic,155000.0
18423,Toyota,Hilux,2018,Blue,5550000,Foreign Used,Automatic,98623.0
18424,Mazda,Atenza,2016,Gray,2050000,Foreign Used,Automatic,62358.0
18425,Nissan,GT-R,2016,Black,15500000,Foreign Used,Automatic,
18426,Nissan,Advan,2015,White,760000,Kenyan Used,Automatic,
18427,Land,Rover,2015,Beige,12000000,Foreign Used,Automatic,
18428,Toyota,Spade,2017,White,1295000,Foreign Used,Automatic,28000.0
18429,Toyota,Land,2016,White,13000000,Foreign Used,Automatic,
18430,Mercedes-Benz,200,1998,Silver,550000,Kenyan Used,Automatic,
18431,Honda,CR-V,1998,Green,435000,Kenyan Used,Automatic,114252.0
18432,Mercedes-Benz,E200,2013,Gray,2999999,Kenyan Used,Automatic,
18433,Mazda,Demio,2016,White,1100000,Foreign Used,Automatic,90000.0
18434,Subaru,Forester,2008,Red,1200000,Kenyan Used,Manual,
18435,Toyota,Fortuner,2009,Silver,1400000,Kenyan Used,Manual,390000.0
18436,Nissan,Juke,2016,Black,1600000,Foreign Used,Manual,780000.0
18437,Toyota,Corolla,2011,Gray,999999,Kenyan Used,Automatic,123500.0
18438,Toyota,Land,2017,White,7200000,Foreign Used,Automatic,
18439,Toyota,Land,2016,Black,6450000,Foreign Used,Automatic,
18440,Mazda,CX-5,2017,Black,3650000,Foreign Used,Automatic,
18441,BMW,320i,2006,Red,580000,Kenyan Used,Automatic,
18442,Subaru,Forester,2015,Black,2400000,Foreign Used,Automatic,
18443,Volkswagen,Golf,2016,Blue,1790000,Foreign Used,Automatic,102699.0
18444,Honda,Fit,2014,White,979000,Kenyan Used,Automatic,113000.0
18445,Mercedes-Benz,E200,2002,Blue,890000,Kenyan Used,Automatic,153382.0
18446,Toyota,TownAce,2016,White,1280000,Foreign Used,Automatic,135621.0
18447,Toyota,Land,2007,White,1890000,Kenyan Used,Automatic,
18448,Toyota,Passo,2016,Blue,960000,Foreign Used,Automatic,69000.0
18449,Toyota,Auris,2016,Black,1600000,Foreign Used,Automatic,89000.0
18450,Toyota,Premio,2016,Silver,1100000,Kenyan Used,Automatic,69591.0
18451,Nissan,Teana,2011,Silver,850000,Kenyan Used,Automatic,
18452,Toyota,Corolla,2015,White,1550000,Foreign Used,Automatic,94000.0
18453,Mitsubishi,Pajero,2011,Black,2350000,Kenyan Used,Automatic,123482.0
18454,Toyota,Hilux,2014,White,3500000,Foreign Used,Automatic,58057.0
18455,Toyota,Land,2016,Pearl,7400000,Foreign Used,Automatic,40000.0
18456,BMW,X5,2016,White,6750000,Foreign Used,Automatic,107000.0
18457,Nissan,Note,2016,Blue,690000,Kenyan Used,Automatic,145250.0
18458,Toyota,Probox,2015,White,1300000,Foreign Used,Automatic,95000.0
18459,Nissan,Juke,2012,Silver,950000,Kenyan Used,Automatic,
18460,Audi,A6,2014,Black,3000000,Foreign Used,Automatic,
18461,Ford,Ranger,2016,Pearl,5300000,Foreign Used,Automatic,46000.0
18462,Land,Rover,2015,White,8000000,Foreign Used,Automatic,59000.0
18463,Toyota,Crown,2019,Black,4900000,Foreign Used,Automatic,
18464,Toyota,Ractis,2016,Silver,799999,Kenyan Used,Automatic,154000.0
18465,BMW,523i,2013,White,2800000,Foreign Used,Automatic,
18466,Mercedes-Benz,E250,2016,Pearl,5600000,Foreign Used,Automatic,68000.0
18467,Toyota,Ractis,2016,Black,750000,Kenyan Used,Automatic,143080.0
18468,Honda,Stepwgn,2016,Gray,2000000,Foreign Used,Automatic,45000.0
18469,Toyota,Passo,2016,Beige,900000,Foreign Used,Automatic,68000.0
18470,Subaru,Outback,nan,Black,3450000,Foreign Used,Automatic,78000.0
18471,Jeep,Wrangler,2015,White,5800000,Foreign Used,Automatic,
18472,Ford,Ranger,2017,Blue,5500000,Foreign Used,Automatic,79000.0
18473,Land,Rover,2014,White,6500000,Foreign Used,Automatic,
18474,Nissan,Juke,2012,Silver,1100000,Kenyan Used,Automatic,
18475,Nissan,X-Trail,2016,Black,2600000,Foreign Used,Automatic,75000.0
18476,Toyota,Land,2010,White,4550000,Kenyan Used,Automatic,135382.0
18477,Subaru,1800,1987,White,230000,Kenyan Used,Manual,
18478,Mitsubishi,Pajero,1992,Silver,799000,Kenyan Used,Manual,
18479,Toyota,Corolla,2016,White,1650000,Foreign Used,Automatic,25000.0
18480,Suzuki,Swift,2013,White,730000,Kenyan Used,Automatic,
18481,Toyota,Land,2016,Black,13000000,Foreign Used,Automatic,
18482,Toyota,Mark,2016,Gray,2400000,Foreign Used,Automatic,78442.0
18483,Nissan,Sylphy,2015,Black,1250000,Kenyan Used,Automatic,110854.0
18484,Audi,Q5,2012,White,1980000,Kenyan Used,Automatic,91800.0
